ID,Group,Feature_1,Feature_2,Feature_3
ID799,C,2340.224244845767,419.26503116170363,-1919.9028199180377
ID706,B,2587.9986492718176,421.53674968792376,5165.395030928363
ID289,A,2592.49194850838,421.29917456785313,5677.364803813586
ID221,A,2391.120386916948,378.2065782601642,5276.588888403246
ID581,C,2942.4519205802508,388.83657352704313,-2578.061558297904
ID891,B,2422.552552757133,387.08917008756634,4835.761487246823
ID366,A,2401.6502175446158,397.54709388520786,5217.374714796823
ID619,C,2419.9573502542376,394.13961743233443,-2030.8436656666565
ID965,B,2595.5540513537458,416.94576953950127,5202.6242890240455
ID644,B,2415.5911715440984,401.44712969487387,4820.008553206252
ID499,A,2430.3946164383997,398.24175949340594,5301.501276759746
ID650,B,2722.6519803128567,414.6360952439387,5459.563036792023
ID423,A,2642.1607912902227,401.9461548533269,5918.773904477204
ID170,C,2498.294348523815,403.4276758351265,-2106.9475645996486
ID481,A,2246.170150246627,433.17879795956003,4566.881018804805
ID757,B,2490.9752402909526,374.09069959174684,4977.683122973943
ID768,C,2653.881085746803,399.6473977962614,-2249.3123223457023
ID858,A,2734.412013250772,412.1534176656712,6137.465429960633
ID102,A,2655.724948690552,419.20278999679306,5866.620758651402
ID355,B,2516.511303463376,405.8607494483564,5040.065425212492
ID286,C,2658.4603691853918,379.72092053985824,-2278.083824886892
ID134,B,2360.25641064376,390.0992537387265,4714.379546189556
ID494,C,2499.5391360408303,426.91045885528007,-2075.0770231169313
ID457,C,2488.0722396388906,390.7728584641315,-2101.7806619305225
ID208,A,2491.5915778732815,406.10823676513485,5431.232555724667
ID908,B,2262.1847103204063,405.4508918080165,4523.87630071179
ID807,A,2618.9835731792205,397.79334140474765,5861.046852649183
ID299,A,2283.0849960523083,402.69064974440874,4845.889778034502
ID956,A,2369.223219146836,399.94141485876116,5135.042987131496
ID181,A,2409.348283594092,407.3214661560864,5189.48062606114
ID474,B,2403.0318134673203,411.1568025518478,4823.5909765922925
ID924,C,2099.8781439000254,406.10868793146074,-1713.2546176049161
ID582,A,2522.964234786393,408.63864163812633,5532.973507457522
ID827,A,2582.5652719116274,399.80352915829036,5779.89452703574
ID822,C,2650.6044212986353,388.4689097934388,-2252.6227337596265
ID409,A,2768.1108567665046,419.53900720326425,6223.602307277178
ID325,B,2549.3096223718426,390.38687653474915,5113.68857789051
ID261,C,2503.99242773974,377.8686772767139,-2120.2256449514553
ID891,C,2538.704353204258,407.2838568060245,-2139.994512262551
ID577,B,2201.9383662397568,396.86363943398925,4397.096559416265
ID775,B,2673.915865240814,397.1976115305934,5343.131920899153
ID495,A,2589.529640211693,399.4918823554574,5790.667219763006
ID443,A,2602.165231117829,404.8746651564655,5790.875738426138
ID850,A,2311.764432923173,378.10365618604595,5040.978105992778
ID874,A,2435.1867061018866,405.4080322149786,5274.73682785307
ID361,A,2248.3663554307177,391.5727146760262,4773.395332793786
ID376,C,2231.974172693359,392.6533317623092,-1852.8330179626992
ID588,A,2433.2658275696563,410.37521472445883,5259.270567325517
ID450,B,2469.0515729298327,378.32039267726066,4933.817214231631
ID305,C,2516.0646895760733,391.69398753846195,-2116.1140198481
ID740,B,2440.5514215378803,362.1410828430003,4871.242837742345
ID114,C,2470.3858933003603,361.30255500615505,-2094.0492736300857
ID710,B,2634.765693106145,416.2311806009983,5281.9204856995475
ID617,A,2758.0127818558244,430.8432853552964,6109.733904161228
ID967,B,2567.5538249715246,402.03957294448344,5130.82711172913
ID767,A,2572.357560216006,410.3170043425276,5645.545856617682
ID600,C,2438.077662976024,414.50876510173373,-2037.1042966810717
ID924,C,2612.9094299532894,379.3041973913146,-2246.4997992148647
ID572,C,2718.0052931007394,379.8417613778897,-2325.6527803382405
ID745,B,2560.85036107247,386.7673897483527,5127.634310196142
ID631,C,2870.1222917819596,415.7382556625997,-2459.7569105474477
ID675,B,2589.799805893623,407.9218039077801,5186.424202832127
ID404,A,2593.1841504165513,394.2524344646804,5789.881670840729
ID913,B,2469.8305933610295,425.2408795672623,4948.5278997348105
ID730,B,2620.0220804547175,399.58795721308496,5256.45975799013
ID529,A,2575.825293487017,384.90552873017197,5805.685746712651
ID713,C,2539.5798525838327,373.89029139459706,-2168.5910885134485
ID117,C,2316.369793475006,389.4655902657539,-1931.9252191145672
ID810,C,2526.804568239115,395.9487752212563,-2124.2177783923585
ID737,A,2580.6722479399737,387.2271202083913,5793.679316665652
ID785,C,2250.148060270261,412.0506168806564,-1841.298149571413
ID869,A,2542.9995270576355,375.45328602304096,5745.310951759959
ID164,C,2612.8020864477594,395.97095944827447,-2221.493499386399
ID267,C,2584.871445401382,392.07296130517926,-2191.1481773474975
ID762,C,2426.157964959455,402.0671380593881,-2020.3480523793
ID535,A,2294.321961126386,415.36282340506915,4809.653928617333
ID206,A,2367.2958052314793,391.56564585172583,5145.916392078122
ID345,B,2306.368618516137,405.7696460911918,4618.932981895471
ID362,A,2682.3571647233243,380.0379283057577,6152.254679983171
ID191,A,2618.1833574941184,408.2814593208645,5805.85763986759
ID758,B,2435.0670117506374,410.9354663276852,4881.555372011241
ID926,C,2349.0585179469567,396.3834532910419,-1949.243395651957
ID296,B,2640.9466381452107,393.3057952293311,5287.923891899937
ID951,C,2600.496038616156,388.85182500131845,-2209.3666068602133
ID928,B,2602.859691255793,395.8133965198169,5195.170789046992
ID970,A,2463.9011440414974,403.14578073041844,5364.167996054975
ID661,A,2506.465061671833,418.16659663480846,5426.493089126034
ID775,B,2573.0425125979746,386.1782616359246,5144.777765398178
ID360,C,2363.0735602301447,379.9868331479516,-1979.4548933310284
ID296,B,2426.2745297533197,383.70573302656214,4853.351929678677
ID873,C,2650.2068706042637,425.20980911028335,-2197.7836709898907
ID917,C,2559.6032365993738,395.6877656418398,-2177.659959920372
ID708,A,2570.7673360149824,432.7933902808171,5565.629376324894
ID460,A,2683.8311926976776,420.33899783285466,5947.129638165764
ID598,A,2322.4314892929187,405.54700928983897,4957.978229559332
ID324,A,2505.5880026363884,409.6875915799802,5442.889966489258
ID495,B,2608.158157850219,398.98662204950654,5216.795803083074
ID551,B,2244.9567953687674,390.1318223006144,4488.517016671303
ID675,C,2619.251804329732,415.7503042585167,-2195.929244661118
ID813,C,2347.2400624190086,389.3209094337256,-1957.058279163857
ID729,B,2343.2302863376303,374.29482816935877,4673.129726387897
ID740,B,2401.687703592419,369.4875973131496,4806.5011511124685
ID606,C,2446.0266818967793,411.7552178525575,-2027.595797392306
ID906,B,2558.7793817146317,400.8472512555808,5116.421302242411
ID430,A,2358.0539638454898,403.729785164226,5061.395284663753
ID747,A,2420.474022707154,403.4671114925296,5257.727769640971
ID505,A,2541.2099575507773,380.1619787239886,5712.352667524887
ID296,C,2554.0154968568695,406.0707413688631,-2153.7643332327602
ID932,C,2537.759294279732,403.9587598986408,-2139.3898347661566
ID671,C,2231.117587525863,391.988182203908,-1842.7998675004028
ID468,C,2234.7189129755698,418.8947796151456,-1790.423214294243
ID488,B,2372.8223563348433,395.4142455466971,4759.5309982012695
ID518,C,2708.0558331493357,409.4854154095602,-2290.398329516524
ID718,C,2554.2557372036918,398.51612420756186,-2157.5923873380093
ID548,A,2595.2258657138345,390.9082666422258,5829.116940346342
ID487,A,2501.131603917403,389.09036020506767,5552.216809592746
ID361,C,2100.390913034978,431.0549625371182,-1662.5913471463102
ID172,C,2536.729651495924,424.1045616304255,-2122.401124237084
ID336,C,2410.180884534383,404.1098917704395,-1984.2291610506172
ID875,C,2794.1563610663384,420.9954981778502,-2368.7682331580504
ID257,B,2488.6567845660875,385.6519141718573,4980.034898511074
ID738,C,2387.802686089237,387.3186175294776,-1985.2212511742516
ID959,B,2349.214932459614,414.10330858146375,4691.798154833825
ID911,B,2760.3608839879234,403.9747549042358,5500.000403147842
ID243,A,2679.020045163049,384.97861492327496,6100.512399939096
ID523,A,2492.4663918801693,394.5234392571894,5498.15008294918
ID590,C,2580.35765666111,406.6527683687354,-2141.3541362749183
ID720,B,2877.6365953631584,383.34599761000334,5749.757013977402
ID270,B,2379.6693001517774,387.8200427009592,4741.324250830342
ID749,A,2316.2090801148684,409.69166599568604,4901.238854974716
ID199,A,2422.7972884478604,410.3636425593246,5232.98174775354
ID888,C,2516.0786762640155,401.9910044286224,-2111.1508852434245
ID648,A,2551.6872283415205,401.5041710130771,5654.395076212247
ID758,C,2496.0935837026814,400.8330654944671,-2083.948802060739
ID655,C,2684.5031846885518,388.6409853293061,-2306.9059431465007
ID513,B,2602.056882873536,403.3933671717604,5203.1106119582155
ID757,B,2704.480240873055,409.57520737280646,5416.71488099882
ID282,A,2568.1315607659203,405.2552472749696,5665.34479876524
ID675,A,2650.0519257219066,409.37860469460065,5907.827139523872
ID424,A,2671.5608004898845,377.9011859945346,6113.498436540365
ID815,A,2533.169692250614,406.34678425098207,5571.963521616085
ID435,A,2285.963208686488,400.9459086816327,4840.243965042503
ID730,A,2557.985288109158,403.9539941851908,5677.493147221936
ID991,C,2315.4264993922197,402.9230075509307,-1912.6298020992515
ID979,A,2013.9417697901254,422.9086936116007,3938.621306943277
ID747,A,2467.3190912261057,408.8170717694892,5336.008847717838
ID279,B,2919.913371408271,393.81547382158817,5826.704598447397
ID522,A,2530.3779718266846,374.8326402893415,5720.534645805753
ID791,C,2544.2011894439447,432.2412371858734,-2111.727019721244
ID584,C,2522.010300603673,405.2584178105139,-2133.915472607486
ID913,A,2338.439048690952,402.08101964282315,4986.373059232492
ID468,A,2601.643030928447,398.8210158068931,5811.013288258495
ID624,A,2651.7052596577832,413.92506050843343,5881.734558386318
ID562,B,2277.0859898653757,417.93611076481653,4545.3481897101365
ID443,B,2649.0565178275724,375.2143107777099,5297.970847665873
ID981,A,2373.1364851108906,416.1577480148004,5022.5344792984615
ID860,A,2555.5668287954504,410.0381594161959,5616.356762391584
ID801,C,2679.3518403255152,394.8416342039706,-2280.2777434482837
ID348,A,2634.822993068812,379.2991458454297,6034.260583432924
ID336,A,2342.142284156326,415.2284279388918,4963.312439051357
ID118,B,2496.013107183123,399.3322703468699,4989.322055504595
ID484,B,2831.872099117269,400.0533535013883,5619.656478570206
ID473,B,2643.8177037804007,401.5735454705882,5294.658842240584
ID591,A,2754.8695066626174,403.314954500283,6231.724230942928
ID488,C,2538.117142601717,428.0124492566848,-2094.715377482119
ID242,C,2392.7337685486837,362.59260751806715,-2016.5383771520364
ID880,A,2265.9399083407525,374.3511966059995,4930.0245514551
ID804,A,2613.73701846957,396.7733518482663,5843.258925778369
ID395,A,2698.105605485857,418.57779848301294,6003.171664388643
ID397,B,2547.5043416696967,401.9357904494358,5078.554626386112
ID519,B,2769.7708338989037,417.5860049139977,5545.319563725006
ID554,C,2792.4824837957935,395.981358367255,-2403.5085036069863
ID384,C,2369.992819797207,404.45102923100916,-1973.3928932748368
ID969,C,2464.05327081705,374.6032885921343,-2081.5873531111774
ID809,A,2266.862592965553,400.7199837037565,4782.873931529016
ID708,C,2500.356670846587,417.378466889549,-2086.423847902993
ID494,C,2677.920505154433,380.8431624463372,-2277.95242073717
ID122,A,2716.399091598741,414.6495818136673,6074.680461897253
ID741,B,2488.423629165446,405.21293801842546,4978.934131637574
ID902,A,2642.2348415658566,371.48780579126407,6082.93879522566
ID520,B,2459.3393385219483,384.3624958195163,4918.134084406955
ID488,A,2805.3683651373112,417.7071602195766,6342.600689421833
ID913,A,2533.7961528867263,413.52286618571964,5527.537422126621
ID248,C,2467.2524959183365,386.4770377940787,-2069.752466204797
ID485,B,2560.5450104331017,398.7163486437424,5106.208852475428
ID166,C,2504.5337953786766,407.58129649809365,-2093.4078007656285
ID768,A,2426.096658895965,421.1675392524217,5165.097450152834
ID308,C,2408.8241554783876,425.7066377678948,-1991.17776988299
ID494,A,2388.4856907452477,403.45188138426516,5138.271612391024
ID936,A,2619.7828658323074,393.3150152929438,5885.051644719231
ID888,A,2417.3950558947004,404.80387159581966,5212.012871677207
ID565,A,2367.81236380256,390.1282995869657,5162.089318683487
ID255,A,2847.546044498345,394.2790115548716,6563.782440418529
ID580,C,2525.799083402325,402.5936546140457,-2127.8367098755293
ID120,A,2353.0613475670334,399.40114111552253,5078.630891502325
ID854,C,2287.1095771824785,398.02908341594093,-1895.2057443767842
ID617,B,2743.5272144655564,405.3436859877196,5474.934973920803
ID128,A,2420.3510285466473,388.5599159388036,5302.512291739866
ID372,A,2685.3544109232175,404.51337480883274,6028.616088306929
ID814,B,2547.175466466761,404.70472632023626,5106.869591899752
ID819,A,2616.2895563768743,396.8064498007426,5903.211939348621
ID994,C,2692.681127364677,413.548824204445,-2255.855226168062
ID358,B,2458.0706833889917,385.108060676183,4911.037137851398
ID718,A,2446.3842976996916,392.0366624174237,5375.13062639663
ID179,A,2121.119886543089,404.09611083390826,4333.812733521994
ID465,A,2458.558670028685,417.8598863607009,5268.5782279059395
ID296,C,2584.599306872323,394.8061922522922,-2189.6041737341984
ID953,B,2597.6032281659436,424.7832207968635,5191.365734156244
ID655,B,2736.4678488002673,395.31152430945195,5474.139664024272
ID269,A,2629.8015182495906,366.28779772344274,6038.011580914725
ID770,C,2613.8924679865786,413.63179154805925,-2190.194445740617
ID172,C,2357.706490241556,417.8985939023961,-1935.0182670894333
ID422,C,2469.487862969694,397.41760154208947,-2084.8840976207607
ID587,B,2412.1432338248305,389.73078836031266,4830.433750323263
ID203,B,2646.4745813302206,422.82736561317074,5276.92696401842
ID702,A,2427.849111590366,397.16407074337604,5311.83305403541
ID978,B,2440.6583292541627,371.1660432582361,4884.87207280337
ID965,C,2741.0529375073666,375.3239324458305,-2353.472503988623
ID855,A,2375.6692434592987,400.8643701647496,5120.21446503236
ID624,B,2377.7857232006427,419.5157091961057,4763.379517616372
ID946,C,2494.6878385508926,403.85454614234044,-2108.2010152807106
ID395,C,2211.4568588465577,410.43764163133113,-1811.5762367190869
ID731,B,2673.603950931025,419.5818405834008,5321.861329745407
ID126,B,2263.8769189666887,395.7398064195984,4528.34076577108
ID857,A,2489.648112923885,406.74157116738974,5452.197797824295
ID431,B,2486.2452113112035,421.08194135388754,4936.801246867577
ID928,A,2420.1122783676506,415.8054020816317,5167.1389841956325
ID832,C,2605.7360803670695,403.1955084084818,-2190.3514892490166
ID837,C,2663.2047458386774,391.8054222169838,-2278.112938689511
ID192,C,2583.279458033558,411.46838985058776,-2175.8521748335156
ID672,C,2637.1345900165907,387.1118136277469,-2236.9578877517356
ID528,B,2537.77052081114,401.3918396345382,5084.2292713094885
ID106,A,2309.350236045814,401.48140780504843,4929.1422638718095
ID555,A,2463.056805380032,398.65301016011364,5383.585345030548
ID975,C,2544.1641882515046,417.42068987317185,-2114.1647275613636
ID526,C,2575.5952931662464,418.6623813701724,-2169.2829904054674
ID356,A,2285.522765844899,373.75986437351185,4988.5810216265545
ID217,C,2550.593407426122,399.7059059204533,-2165.4620235778434
ID687,B,2516.6676597480027,384.0275990025223,5043.264276790199
ID474,A,2447.5822719710013,366.78768222922736,5523.7730167411555
ID181,B,2417.4854203177692,400.33949451910854,4842.700820363426
ID807,C,2629.7500666993396,383.97429060447377,-2272.6183452573882
ID306,A,2185.461292588672,414.03272323950375,4479.555149950742
ID740,A,2599.6371692007633,406.2126474163212,5768.249177152236
ID713,C,2616.4138671329,415.36176327281555,-2219.9629956606377
ID319,A,2646.4042870188287,383.13221175723066,6032.148102254766
ID713,B,2465.9381198597016,389.8259535878168,4939.20198479084
ID951,B,2498.961861962235,402.9646162222975,5021.812724288374
ID965,B,2483.8389790558176,401.03430353513875,4964.770645864775
ID820,C,2344.9007124064965,412.73887804723864,-1935.2698863487274
ID548,A,2475.152220432072,419.772367104273,5338.89218067862
ID266,C,2430.5373009883406,427.6019062671934,-1979.2107135809172
ID246,A,2585.5648215558613,419.3240183135683,5653.891734745234
ID886,B,2535.7265099208203,406.53924143516167,5084.231118079556
ID449,B,2496.745640117016,401.375689216451,5008.743317543809
ID570,C,2634.2888060163004,385.6760559259856,-2245.5084855331093
ID255,A,2697.921253624528,412.31917432813253,6034.134598069754
ID807,C,2470.64520210961,391.25558858079523,-2057.5387368373335
ID657,C,2486.6720167806498,402.53499892977464,-2101.717378595618
ID407,B,2557.7320423219157,415.89607628660735,5148.923637803537
ID567,C,2565.7756881303058,392.59071927526253,-2169.4997458112002
ID506,B,2219.6283433855847,410.6801038948773,4425.517376130381
ID530,C,2433.0687470555317,411.4336814810548,-2030.156178512062
ID642,B,2521.7043293087368,387.2234395340781,5032.037680793294
ID888,C,2534.172149854126,398.30652081349166,-2121.4461957785074
ID305,C,2335.269665840644,400.0126940305349,-1942.4161536473862
ID603,B,2767.942576814619,395.13599578198347,5551.612829850955
ID857,B,2690.327776886307,411.1734530347824,5384.773801999681
ID631,B,2782.6266792608444,385.3849900568715,5565.140089273792
ID326,C,2470.1807890667205,406.8675857105498,-2054.9363870014913
ID425,A,2616.216242029284,377.83533704753654,5949.366844507196
ID548,C,2523.341557346543,392.8563100822974,-2146.1045492689927
ID999,B,2667.3886696421696,367.7934853310097,5326.376680892867
ID120,C,2654.179803837452,403.210063831981,-2247.0247872487803
ID648,C,2406.351705836399,402.7620999633026,-1996.6901201367607
ID176,B,2656.216639680394,398.4387892782594,5305.58954948841
ID672,B,2482.764901378471,400.2543764281472,4965.371497372813
ID315,B,2863.6889027481875,414.28698059392553,5704.056636317165
ID197,C,2650.9213362939486,403.0701146653079,-2243.315998988109
ID620,C,2699.104865449455,397.53264575877904,-2301.777807048974
ID263,A,2656.226241376115,379.99660672384556,6066.087502392591
ID743,A,2249.2762745235505,392.27089010376704,4767.779924122233
ID122,B,2398.9062341856084,426.6001538634571,4807.795609817888
ID757,C,2281.796788816671,367.0828767547152,-1907.5843043912612
ID116,A,2191.9286146053805,390.69918427501545,4613.243395346402
ID961,C,2296.352900358824,396.5667675497021,-1914.8381846550708
ID424,A,2326.7751549244267,397.4034147617426,5006.837664282887
ID595,B,2441.726147266385,367.25336464828547,4862.79863949328
ID781,B,2703.5248004881205,370.99392906054624,5388.991520174793
ID313,A,2684.913272125573,416.30342036636756,5970.968916003114
ID212,A,2491.473376179328,402.4974469103239,5451.8897936082485
ID739,C,2461.2204723641566,367.42335592509744,-2101.5862926566037
ID723,B,2414.415660910044,374.72696338008853,4844.242914006193
ID700,C,2409.0026369785746,398.9808864063249,-2008.4088811713968
ID156,C,2296.633801573392,425.196538477122,-1876.3095654619501
ID998,C,2568.691931414005,399.45722241882544,-2183.6122570844955
ID564,B,2697.5255761627077,394.3175462099877,5382.383249580932
ID102,A,2426.5802692076436,385.6925514496516,5353.921715111487
ID874,C,2483.4699253219737,385.96581060797155,-2097.370989211954
ID697,C,2326.4446636485973,416.26813024436007,-1917.110784509463
ID419,C,2613.6791625287096,398.330079326555,-2225.0745552912167
ID498,A,2458.8780183948847,438.6362463083177,5199.214514703312
ID507,C,2423.2204937659585,404.84108391746247,-2011.988060791527
ID425,C,2680.136209454213,430.07514467467627,-2226.5541331464724
ID140,B,2498.819580060251,393.0498680553767,4989.724212943446
ID976,B,2441.236961415134,389.46577682202457,4890.346980891354
ID193,B,2389.743392002807,407.71523256677534,4765.301511203821
ID798,A,2416.5550353727976,397.42872730457333,5273.005199236112
ID661,C,2616.0901354296193,394.88686639864943,-2226.591935274165
ID353,B,2427.995641474023,383.6363147392599,4851.144378046258
ID669,B,2395.179053273597,392.4301762852036,4781.324528004493
ID913,C,2402.1909273090746,373.34406613492064,-2028.1156398379003
ID324,C,2696.824153411696,347.6438587629701,-2343.987358956136
ID755,B,2528.092557395501,412.4136920927835,5055.25616076891
ID678,A,2391.3550316221217,415.88979178957123,5082.780343909146
ID609,A,2421.139862695538,413.8517756253183,5200.63010699342
ID716,C,2680.837368196618,405.29291167673983,-2286.9536475007426
ID626,B,2566.5428466903877,404.8701091167851,5123.226251497467
ID123,B,2528.736932703748,411.5771108943232,5063.966561448577
ID166,A,2326.7122684154047,408.86767223101606,4918.171977554803
ID169,B,2654.913580998241,409.2308429103681,5305.091761384124
ID361,B,2605.650867981263,423.31184509607544,5196.787164791832
ID782,A,2531.7566536190034,409.8292647330885,5528.722696677363
ID271,B,2655.2884637198813,404.36657869986306,5322.0399710584925
ID366,A,2599.474604000223,383.1311088687987,5875.865339471484
ID181,B,2583.9374496919327,406.834815289954,5181.735104597436
ID885,B,2279.776555799148,413.1137297613561,4572.617277402876
ID711,A,2627.51386831921,385.74549338847794,5968.678795089624
ID139,A,2467.0111574803213,410.49688426445675,5352.222964710502
ID934,A,2476.036664092196,400.418082993822,5411.172346504411
ID311,C,2400.562026050894,393.0620779393314,-2005.1074896798684
ID686,C,2538.0749728861256,395.3485305740589,-2140.7074837180407
ID644,A,2187.829385670635,390.20998872723965,4608.451082525554
ID521,C,2607.056626439766,401.6286936628851,-2202.045304506137
ID620,A,2830.9259282381236,394.00843805641176,6532.650091793852
ID929,B,2456.120970349587,421.6903753199732,4908.715742670688
ID129,B,2370.924432338264,397.88849801678253,4744.300569747429
ID869,C,2356.444318329232,435.792934725485,-1894.3342557891376
ID755,A,2440.14330718577,415.222309250456,5239.127482695987
ID856,B,2299.4807077803857,405.02417376775804,4591.3256475299395
ID839,B,2196.800518854328,402.5090363341533,4394.825201792142
ID867,A,2140.1714559509714,358.528050460198,4612.6567927340875
ID730,C,2633.783996800278,385.9691432655586,-2234.299599724016
ID117,B,2487.071942023603,392.84464344574604,4981.059149856693
ID741,B,2453.523310952486,403.2415647529302,4909.195803449373
ID126,C,2871.766973747872,400.3476510225589,-2476.382463060315
ID372,C,2520.0745927708554,391.6876688158913,-2123.321211505801
ID634,A,2688.311125435967,393.9545951053409,6088.036809920797
ID846,A,2377.7093440648664,397.7686556555012,5126.037876307987
ID716,A,2395.3526957970244,395.42167520910976,5229.397152490318
ID830,B,2682.8285340162283,381.4998088642373,5384.196299967335
ID454,A,2424.301846143625,384.18758565193525,5372.847202778003
ID512,A,2337.5029708550196,394.28611107922916,5042.869274868049
ID106,C,2318.466175391449,380.00217507262914,-1945.8413244483795
ID860,A,2532.8820606010504,415.14890154921625,5527.083060595048
ID852,C,2354.51542557679,399.0181425051664,-1935.1175547375856
ID725,C,2430.8796967717876,402.9145416381488,-2027.1039266025405
ID895,A,2425.081543143565,412.442071422638,5207.313203741628
ID869,B,2638.476480420661,411.9362631501388,5281.984916865768
ID404,A,2400.4617098225694,383.1724182513051,5288.623270806459
ID136,A,2666.428641839257,397.0810097885009,5998.412842542659
ID592,C,2550.110615685446,404.0142451375778,-2148.236709972039
ID217,B,2244.1809455008893,429.11162155017223,4498.008432017571
ID488,A,2392.2742238904166,410.68331598022297,5112.252252167626
ID200,C,2684.5076333300676,396.56806811458364,-2304.633089750732
ID441,B,2302.1191367102315,380.95506778479245,4616.368943216752
ID895,C,2491.135633714917,424.99565491669006,-2066.8244924724954
ID118,A,2638.6546657538543,428.15115110956685,5774.807248437108
ID899,B,2288.4995274280946,419.9497970650623,4583.709585446927
ID978,A,2564.11301525329,406.5062815769181,5669.623988053072
ID954,C,2499.7093295526115,379.70950918878,-2119.0306430910987
ID672,C,2660.2159603233654,396.92043569344,-2261.9268634379446
ID187,A,2610.2853559727787,397.60905324115936,5843.673514631327
ID978,A,2645.4381809469223,402.7614297728631,5934.437157981909
ID304,C,2276.859454637316,408.06105648312285,-1880.099960341472
ID320,C,2539.343702560932,387.55206188297535,-2139.149820533337
ID741,A,2571.10321983039,411.46617690923864,5637.7236176865035
ID431,C,2655.8208601473393,381.09959175563625,-2286.70573706759
